1;58.547728;53.026748
2;51.114670;49.292016
3;48.516846;47.701883
4;46.781699;45.873815
5;44.815797;42.998152
6;41.615446;40.671795
7;40.238650;40.030620
8;39.528698;39.441835
9;39.056054;39.113682
10;38.734163;38.833670
11;38.489700;38.571331
12;38.294198;38.379886
13;38.072559;38.222719
14;37.971043;38.216366
15;37.834001;38.138825
16;37.667901;37.942296
17;37.620060;37.833641
18;37.490430;37.837633
19;37.438842;37.752980
20;37.328002;37.815564
21;37.269519;37.610509
22;37.217509;37.778931
23;37.127472;37.764803
24;37.083586;37.560651
25;37.016376;37.602577
26;36.983807;37.454761
27;36.926783;37.689608
28;36.874635;37.767119
29;36.838100;37.345240
30;36.822228;37.315648
31;36.740902;37.375663
32;36.751725;37.322110
33;36.688466;37.318541
34;36.663374;37.300675
35;36.579207;37.338416
36;36.605160;37.248861
37;36.548094;37.304902
38;36.531484;37.180608
39;36.495982;37.265953
40;36.484028;37.226317
41;36.448453;37.238466
42;36.432732;37.192346
43;36.401442;37.143820
44;36.377689;37.217562
45;36.379373;37.110389
46;36.317020;37.331121
47;36.312935;37.170626
48;36.268982;37.306961
49;36.252397;37.111033
50;36.227835;37.056758
51;36.235227;37.090050
52;36.209862;37.417161
53;36.182971;37.146874
54;36.179425;36.986305
55;36.133683;37.132688
56;36.150944;37.107750
57;36.119279;37.075895
58;36.068464;37.280471
59;36.076273;37.094760
60;36.091800;37.021319
61;36.073267;37.169202
62;36.045962;37.150551
63;36.013325;37.081593
64;36.033833;37.100102
65;35.986555;37.063539
66;35.971180;37.158316
67;35.971861;36.988833
68;35.945026;37.116597
69;35.952060;37.006370
70;35.961912;37.057134
71;35.901901;37.104637
72;35.913665;37.082582
73;35.902457;36.983743
74;35.893797;37.070295
75;35.892574;37.174322
76;35.852446;37.049162
77;35.842463;37.046646
78;35.829125;37.064351
79;35.823041;37.093379
80;35.795769;37.043343
81;35.796970;37.137017
82;35.797779;37.044669
83;35.772126;37.069926
84;35.754327;37.132893
85;35.757080;37.100295
86;35.765860;36.967999
87;35.771037;37.058226
88;35.716905;37.069635
89;35.753104;36.955040
90;35.730605;37.189880
91;35.714240;37.008703
92;35.708598;37.140686
93;35.680183;37.203208
94;35.683242;37.168492
95;35.681089;37.181270
96;35.680143;36.991439
97;35.662714;36.979069
98;35.652158;36.972602
99;35.648755;37.044180
100;35.634291;37.071359
101;35.626754;36.920569
102;35.608070;37.152634
103;35.595006;36.994049
104;35.598421;37.115629
105;35.594245;37.077659
106;35.564025;37.047247
107;35.585563;36.951647
108;35.575842;37.076171
109;35.554005;37.178927
110;35.576068;37.061771
111;35.558345;37.034378
112;35.558054;37.028354
113;35.539850;37.038390
114;35.508048;37.022495
115;35.545494;37.039991
116;35.496515;37.103159
117;35.536151;37.038748
118;35.491979;37.081142
119;35.496146;37.159450
120;35.471310;37.026292
121;35.485454;37.045451
122;35.480667;37.164667
123;35.484471;36.950253
124;35.456574;37.108796
125;35.455606;37.035201
126;35.447070;36.906457
127;35.433606;37.182376
128;35.425639;37.005771
129;35.435371;37.158190
130;35.424423;37.024943
131;35.434636;36.913272
132;35.416999;37.022987
133;35.427580;36.960166
134;35.401332;37.068059
135;35.409136;37.016026
136;35.387182;37.064449
137;35.366175;37.149553
138;35.367289;36.988504
139;35.360263;37.010007
140;35.383411;37.014058
141;35.368876;36.923480
142;35.363002;37.036772
143;35.349674;36.965779
144;35.352591;37.024791
145;35.337876;37.010969
