1;24.282057;20.312500;3.906250;36.718750;-0.843120
5;9.692862;21.875000;1.562500;42.187500;-0.844201
10;1.891726;19.921875;0.000000;39.843750;-0.796996
15;-0.214060;21.484375;0.781250;42.187500;-0.803785
20;-1.360626;22.656250;0.000000;45.312500;-1.004420
25;-1.820125;16.796875;0.000000;33.593750;-1.670628
30;-1.703542;14.062500;0.000000;28.125000;-2.191439
35;-0.890253;7.031250;0.000000;14.062500;-2.599299
40;-0.989047;8.203125;0.000000;16.406250;-2.391191
45;-0.775886;8.984375;0.000000;17.968750;-2.437120
50;-0.982035;12.890625;0.000000;25.781250;-1.972606
55;-0.782612;13.281250;0.000000;26.562500;-1.897699
60;-0.766198;9.375000;0.000000;18.750000;-2.077145
65;-0.957215;12.109375;0.000000;24.218750;-1.793699
70;-0.910816;12.109375;0.000000;24.218750;-2.086593
75;-0.929381;5.078125;0.000000;10.156250;-2.310664
80;-0.828611;9.375000;0.000000;18.750000;-2.689398
85;-0.792760;2.734375;0.000000;5.468750;-2.946626
90;-0.897409;3.125000;0.000000;6.250000;-2.960313
95;-0.860902;2.734375;0.000000;5.468750;-3.032505
100;-0.922322;2.734375;0.000000;5.468750;-3.025532
105;-0.964554;1.953125;0.000000;3.906250;-3.201746
110;-0.772677;2.343750;0.000000;4.687500;-3.280558
115;-0.870286;2.343750;0.000000;4.687500;-3.078312
120;-0.867091;1.171875;0.000000;2.343750;-3.128593
125;-0.691284;2.343750;0.000000;4.687500;-3.038039
130;-0.724040;2.734375;0.000000;5.468750;-3.145042
135;-0.765448;3.125000;0.000000;6.250000;-3.009083
140;-0.818394;4.687500;0.000000;9.375000;-3.278347
145;-0.821361;3.125000;0.000000;6.250000;-3.259538
150;-0.816048;3.515625;0.000000;7.031250;-3.056581
155;-0.763107;3.906250;0.000000;7.812500;-3.436271
160;-0.861187;2.343750;0.000000;4.687500;-3.420795
165;-0.558829;1.953125;0.000000;3.906250;-3.368824
170;-0.906637;6.640625;0.000000;13.281250;-3.080523
175;-0.523049;5.859375;0.000000;11.718750;-3.144976
180;-0.696105;3.515625;0.000000;7.031250;-3.201795
185;-0.659407;3.515625;0.000000;7.031250;-3.116104
190;-0.714940;3.515625;0.000000;7.031250;-3.077983
195;-0.721768;3.515625;0.000000;7.031250;-2.909231
200;-0.917146;4.296875;0.000000;8.593750;-2.490613
205;-0.573583;7.031250;0.000000;14.062500;-2.611832
210;-0.741415;7.031250;0.781250;13.281250;-2.684969
215;-0.857718;7.812500;0.000000;15.625000;-2.741206
220;-0.662986;7.421875;0.000000;14.843750;-2.626701
225;-0.665355;8.203125;0.000000;16.406250;-2.687250
230;-0.636526;8.203125;0.000000;16.406250;-2.606322
235;-0.687996;9.375000;0.000000;18.750000;-2.528741
240;-0.951259;8.593750;0.000000;17.187500;-2.660998
245;-1.074291;6.640625;0.781250;12.500000;-2.444390
250;-0.905658;9.375000;0.000000;18.750000;-2.484595
255;-0.833905;6.640625;0.000000;13.281250;-2.664441
260;-0.839072;6.640625;0.000000;13.281250;-2.837281
